49.0;Président;Lait UHT Demi-écrémé;326.0;9.5;20.5;19.9;13.6;9.3;2.6;0.68
50.0;Président;Chantilly;223.0;11.5;12.5;16.0;12.2;3.4;1.6;1.0
51.0;Président;Comté;382.0;3.5;34.2;28.5;12.8;2.2;3.0;0.9
52.0;Président;Cantal;362.0;9.7;54.8;15.0;13.2;3.7;2.6;0.39
53.0;Président;Raclette;733.0;24.7;0.1;0.5;80.8;24.7;1.5;2.19
54.0;Président;Fromage à Tartiner;484.0;10.3;3.4;1.7;44.8;39.0;1.9;1.2
55.0;Président;Beurre Fin;359.0;18.6;3.1;3.0;53.0;41.3;1.9;1.16
56.0;Président;Gouda;591.0;18.1;3.5;1.1;60.3;23.4;1.6;1.21
57.0;Président;Emmental Bloc;292.0;25.2;1.5;1.6;80.4;33.3;0.3;1.21
58.0;Président;Parmesan Râpé;362.0;14.7;37.5;9.9;15.4;6.9;4.0;0.7
59.0;Président;Crème Liquide;642.0;23.4;0.5;0.6;51.0;52.7;1.0;2.03
60.0;Président;Crème Dessert Vanille;557.0;23.6;1.7;2.5;50.9;27.9;0.9;1.32
61.0;Yoplait;Panier Fraise;314.0;7.6;15.5;11.2;12.1;7.3;2.7;0.6
62.0;Yoplait;Panier Abricot;252.0;7.7;12.7;28.1;18.4;10.0;4.1;0.66
63.0;Yoplait;Petits Filous Nature;52.0;5.0;13.5;6.9;3.8;1.9;0.9;0.17
64.0;Yoplait;Perle de Lait Nature;58.0;3.6;11.5;9.5;0.9;0.7;0.2;0.08
65.0;Yoplait;Yop Fraise;49.0;4.1;6.6;11.9;3.8;1.6;0.2;0.11
66.0;Yoplait;Yop Vanille;68.0;3.3;10.7;5.5;3.8;1.3;0.2;0.11
67.0;Yoplait;Yop Banane;88.0;3.8;6.3;8.7;2.7;0.7;0.0;0.17
68.0;Yoplait;Calin Nature;224.0;3.9;51.1;7.0;5.3;9.7;4.7;0.15
69.0;Yoplait;Calin Fruits;391.0;4.8;35.6;1.6;5.1;10.0;2.7;0.97
70.0;Yoplait;Perle de Lait Coco;56.0;3.1;14.5;8.2;2.1;1.8;0.4;0.07
71.0;Yoplait;Perle de Lait Citron;67.0;4.5;13.4;12.0;2.6;0.8;0.4;0.16
72.0;Yoplait;Frubes Fraise;210.0;3.9;54.4;1.6;8.0;8.5;2.8;0.39
73.0;Yoplait;Frubes Abricot;224.0;12.3;21.5;13.9;11.2;3.9;1.5;0.83
74.0;Yoplait;Yoplait Bio Nature;116.0;3.9;14.4;9.9;3.5;1.3;0.6;0.13
75.0;Yoplait;Yop Chocolat;59.0;4.9;6.4;6.1;2.1;1.9;0.9;0.13
76.0;Yoplait;Yop Framboise;69.0;3.3;14.6;11.0;3.9;1.1;0.6;0.19
77.0;Yoplait;Yoplait Panier Framboise;69.0;4.4;9.4;6.7;1.1;1.7;0.6;0.15
78.0;Yoplait;Panier Pêche;357.0;3.1;46.7;19.7;13.9;7.4;3.4;1.12
79.0;Yoplait;Perle de Lait Vanille;77.0;3.4;6.1;9.0;1.5;0.7;0.6;0.12
80.0;Yoplait;Petits Filous Fraise;99.0;4.5;5.8;8.8;0.6;0.2;0.2;0.17
81.0;Fleury Michon;Jambon Cuit;196.0;20.1;4.4;0.1;12.8;5.9;0.6;2.98
82.0;Fleury Michon;Jambon Sans Nitrite;100.0;13.7;2.3;0.2;13.5;7.1;0.1;1.17
83.0;Fleury Michon;Dés de Jambon;199.0;21.4;0.1;0.1;8.7;8.9;0.4;1.41
84.0;Fleury Michon;Bâtonnets de Surimi;301.0;3.1;16.7;23.4;6.4;3.4;4.0;0.63
85.0;Fleury Michon;Filets de Poulet;237.0;20.9;3.3;0.2;13.4;7.2;0.1;2.21
86.0;Fleury Michon;Dinde Rôtie;166.0;19.9;3.1;1.0;9.4;4.3;0.7;2.86
87.0;Fleury Michon;Saucisson à l'Ail;109.0;24.5;2.9;1.2;11.2;8.6;0.9;1.4
88.0;Fleury Michon;Pâté de Campagne;171.0;21.4;0.9;0.0;19.4;4.5;0.5;2.7
89.0;Fleury Michon;Rillettes de Poulet;206.0;12.2;4.3;0.1;15.9;2.8;0.6;1.18
90.0;Fleury Michon;Rillettes de Thon;268.0;14.5;0.1;1.3;15.2;3.5;0.5;2.91
91.0;Fleury Michon;Salade Composée Thon;58.0;5.1;6.8;2.5;1.3;1.0;6.5;0.05
92.0;Fleury Michon;Salade Poulet Caesar;159.0;23.3;5.0;1.4;20.1;4.2;0.5;2.22
93.0;Fleury Michon;Couscous;345.0;8.6;72.8;13.1;1.5;1.4;9.6;0.05
94.0;Fleury Michon;Paella;314.0;14.8;41.4;22.0;5.2;9.2;4.6;0.25
95.0;Fleury Michon;Quiche Lorraine;367.0;5.0;20.3;27.3;9.8;6.8;3.9;0.36
96.0;Fleury Michon;Lasagnes Bolognaise;402.0;7.7;69.6;15.4;1.4;1.9;2.3;0.07
97.0;Fleury Michon;Hachis Parmentier;272.0;12.6;30.3;6.1;17.5;5.5;2.1;1.02
98.0;Fleury Michon;Gratin Dauphinois;351.0;6.1;25.5;2.0;9.5;3.0;2.0;0.3
99.0;Fleury Michon;Tagliatelles Bolognaise;390.0;8.4;72.1;9.3;3.5;0.9;3.5;0.03
100.0;Fleury Michon;Poulet Rôti Tranches;153.0;15.0;2.8;0.4;15.6;7.3;0.0;1.56
101.0;Herta;Jambon Le Bon Paris;162.0;22.1;3.0;1.0;13.5;2.3;0.4;1.31
102.0;Herta;Knacki Original;245.0;21.9;4.3;0.7;10.8;4.9;0.2;2.52
103.0;Herta;Pâte Brisée;327.0;6.3;22.1;21.3;11.9;2.4;0.2;0.89
104.0;Herta;Pâte Feuilletée;351.0;4.1;50.7;28.4;16.4;8.3;3.8;0.42
105.0;Herta;Pâte à Pizza;334.0;5.9;29.1;27.4;7.4;8.0;2.8;0.52
106.0;Herta;Lardons Allumettes;266.0;18.4;3.6;0.6;21.9;6.8;0.4;1.61
107.0;Herta;Bacon Fumé;246.0;21.4;4.4;0.0;9.2;4.6;0.8;1.61
108.0;Herta;Saucisse de Strasbourg;217.0;17.5;0.3;0.6;19.7;8.4;0.2;3.11
109.0;Herta;Chorizo Tranché;364.0;11.1;75.8;3.0;1.5;1.5;8.9;0.08
110.0;Herta;Saucisson Sec;237.0;18.9;3.4;0.6;6.5;4.4;0.1;2.05
111.0;Herta;Pâté en Croûte;267.0;23.6;3.3;0.6;14.6;7.1;0.3;2.63
112.0;Herta;Rillettes de Porc;265.0;15.8;4.7;0.8;11.7;8.5;0.2;1.47
113.0;Herta;Tartes Salées Quiche;400.0;5.3;42.6;19.7;7.4;8.5;3.4;0.53
114.0;Herta;Mini Pizza Base;219.0;4.8;50.7;26.9;18.6;4.1;4.5;1.16
115.0;Herta;Hot Dog Knacki;199.0;22.1;2.9;1.0;15.7;4.3;0.6;2.43
116.0;Herta;Knacki Ball;245.0;17.9;2.3;0.7;12.6;4.7;0.6;2.01
117.0;Herta;Saucisse Végétarienne;235.0;17.1;1.5;1.6;15.3;2.1;0.0;2.42
118.0;Herta;Haché Végétal;215.0;8.2;27.3;8.4;15.3;3.6;3.1;0.9
119.0;Herta;Jambon Bio;242.0;14.8;4.5;1.4;10.0;4.1;0.5;2.19
120.0;Herta;Lardons Fumés;203.0;12.4;2.2;0.5;16.5;5.8;0.4;1.66
121.0;Bonduelle;Maïs en Conserve;40.0;3.7;7.1;3.1;0.7;0.9;6.4;0.02
122.0;Bonduelle;Petits Pois Carottes;95.0;2.8;3.9;4.3;0.6;0.3;4.0;0.11
123.0;Bonduelle;Haricots Verts;26.0;4.0;7.6;1.4;1.0;0.7;2.6;0.08
124.0;Bonduelle;Pois Chiches;39.0;2.8;6.1;3.9;0.3;0.5;5.9;0.13
125.0;Bonduelle;Lentilles;97.0;4.5;13.7;5.4;0.8;0.9;5.7;0.07
126.0;Bonduelle;Flageolets;322.0;4.4;54.6;12.9;14.8;9.0;1.8;0.64
127.0;Bonduelle;Champignons émincés;250.0;9.5;32.4;9.4;6.4;7.5;3.5;0.18
128.0;Bonduelle;Macédoine de Légumes;52.0;2.4;14.5;3.8;0.2;0.3;2.8;0.13
129.0;Bonduelle;Mélange Mexicain;295.0;12.7;42.7;20.8;14.2;2.3;1.6;0.71
130.0;Bonduelle;Épinards en branches;108.0;1.9;5.6;1.1;2.0;0.3;3.1;0.02
131.0;Bonduelle;Brocolis;103.0;5.7;11.4;5.1;1.6;0.9;4.0;0.24
132.0;Bonduelle;Carottes Râpées;23.0;5.1;12.4;5.1;0.5;1.0;2.0;0.17
133.0;Bonduelle;Betteraves Cuites;94.0;2.8;7.5;5.5;0.2;0.2;2.1;0.11
134.0;Bonduelle;Courgettes;392.0;11.7;20.4;3.3;12.0;4.0;3.2;0.81
135.0;Bonduelle;Pois Gourmands;67.0;5.0;14.4;1.2;0.5;0.6;3.2;0.05
136.0;Bonduelle;Salade Iceberg;96.0;1.5;8.9;5.7;1.4;0.3;1.8;0.11
137.0;Bonduelle;Salade Roquette;68.0;5.7;14.1;3.9;2.8;0.8;4.9;0.07
138.0;Bonduelle;Salade Mâche;94.0;3.8;10.7;3.2;1.1;0.8;3.1;0.06
139.0;Bonduelle;Salade Mélange;91.0;1.2;14.5;2.9;1.1;0.2;1.8;0.15
140.0;Bonduelle;Maïs Bio;44.0;3.4;14.8;3.3;1.1;0.7;6.1;0.22
141.0;Lustucru;Coquillettes;333.0;11.8;31.7;10.1;18.6;8.5;2.4;0.81
142.0;Lustucru;Penne;404.0;11.1;71.4;12.7;2.4;0.4;4.2;0.09
143.0;Lustucru;Spaghetti;336.0;12.0;79.1;7.9;4.2;0.6;4.5;0.04
144.0;Lustucru;Tagliatelles;341.0;10.3;77.4;15.2;7.1;1.5;4.2;0.08
145.0;Lustucru;Farfalle;351.0;9.9;76.8;8.3;2.4;0.5;5.0;0.03
146.0;Lustucru;Riz Long;383.0;9.1;73.9;9.2;7.9;1.6;6.9;0.02
147.0;Lustucru;Riz Basmati;344.0;7.4;74.1;3.2;3.5;1.6;8.3;0.09
148.0;Lustucru;Riz Thaï;351.0;12.5;74.3;9.7;2.6;1.9;9.7;0.05
149.0;Lustucru;Riz Complet;334.0;7.6;71.9;18.0;4.6;1.9;7.7;0.08
150.0;Lustucru;Riz Parfumé;371.0;12.7;68.6;6.8;4.1;1.5;3.5;0.04
151.0;Lustucru;Riz Étuvé;354.0;10.1;75.4;2.1;4.6;1.2;4.2;0.05
152.0;Lustucru;Riz Rond;392.0;9.2;67.4;19.4;4.0;0.8;8.9;0.04
153.0;Lustucru;Riz à Risotto;340.0;9.6;72.1;15.1;5.1;0.5;2.3;0.08
154.0;Lustucru;Pâtes Fraîches Tortellini;399.0;12.8;79.4;1.3;6.1;0.9;6.7;0.02
155.0;Lustucru;Pâtes Fraîches Ravioli;352.0;9.0;76.4;16.5;3.6;1.7;2.2;0.09
156.0;Lustucru;Pâtes Fraîches Tagliatelles;348.0;9.9;76.6;13.4;5.9;1.6;9.0;0.1
157.0;Lustucru;Riz Sushi;330.0;7.6;67.9;11.1;4.4;1.5;7.8;0.04
158.0;Lustucru;Riz Bio;335.0;11.3;65.5;18.2;6.7;0.6;2.4;0.08
159.0;Lustucru;Pâtes Sans Gluten;389.0;7.9;72.0;19.7;5.8;1.2;8.4;0.05
160.0;Lustucru;Gnocchi à Poêler;375.0;10.0;25.0;5.6;15.6;9.1;3.2;0.69
161.0;Panzani;Spaghetti;334.0;9.2;70.4;12.1;6.7;1.0;8.0;0.05
162.0;Panzani;Coquillettes;367.0;12.6;46.6;22.3;11.2;6.8;1.6;0.55
163.0;Panzani;Tagliatelles;330.0;8.8;72.1;11.3;7.7;1.6;6.4;0.02
164.0;Panzani;Penne Rigate;409.0;7.8;75.8;7.3;5.2;1.5;3.9;0.05
165.0;Panzani;Fusilli;368.0;11.1;79.2;15.7;4.1;0.3;7.7;0.06
166.0;Panzani;Macaroni;362.0;9.3;55.0;13.4;19.6;6.1;1.1;0.46
167.0;Panzani;Lasagnes;356.0;12.1;70.5;9.8;3.6;1.4;6.2;0.06
168.0;Panzani;Cannelloni;259.0;11.9;13.4;14.5;19.7;8.5;4.4;0.8
169.0;Panzani;Capellini;287.0;4.0;15.5;12.9;19.2;6.5;1.7;0.9
170.0;Panzani;Pâtes Bio;396.0;8.0;67.5;13.7;1.6;1.3;2.1;0.01
171.0;Panzani;Sauce Bolognaise;297.0;0.2;11.8;9.3;56.5;12.4;0.8;0.84
172.0;Panzani;Sauce Tomate Basilic;399.0;1.7;4.8;7.9;15.7;17.9;1.1;1.97
173.0;Panzani;Sauce Carbonara;273.0;0.1;9.2;13.1;21.3;17.7;1.2;2.53
174.0;Panzani;Sauce Arrabbiata;458.0;0.7;18.6;11.0;41.7;13.6;0.7;0.85
175.0;Panzani;Sauce 4 Fromages;514.0;0.0;14.3;7.7;37.2;15.2;1.3;0.93
176.0;Panzani;Sauce Champignons;664.0;0.7;18.0;11.8;20.8;2.5;1.0;2.71
177.0;Panzani;Sauce Napolitaine;456.0;0.1;2.1;8.8;33.6;2.1;1.2;2.09
178.0;Panzani;Ravioli;381.0;12.8;73.9;13.8;3.0;1.2;5.3;0.05
179.0;Panzani;Tortellini;292.0;6.0;27.0;2.2;5.7;9.6;4.8;1.14
180.0;Panzani;Gnocchi;391.0;7.5;39.3;5.1;14.6;4.1;1.8;0.43
181.0;Barilla;Spaghetti;336.0;10.4;77.8;12.0;4.3;1.7;9.2;0.04
182.0;Barilla;Penne Rigate;371.0;9.3;74.5;15.2;6.6;0.3;6.7;0.09
183.0;Barilla;Fusilli;336.0;8.0;67.1;14.7;1.9;1.0;8.6;0.05
184.0;Barilla;Farfalle;354.0;12.5;66.4;5.7;2.0;1.4;6.8;0.1
185.0;Barilla;Linguine;357.0;11.3;65.1;11.0;3.1;0.9;7.3;0.05
186.0;Barilla;Tagliatelle;343.0;8.2;74.2;1.2;2.7;0.4;8.1;0.06
187.0;Barilla;Lasagne;366.0;8.8;68.2;18.7;3.1;1.8;9.5;0.06
188.0;Barilla;Maccheroni;295.0;9.4;47.2;29.1;11.7;8.5;2.7;0.97
189.0;Barilla;Tortiglioni;382.0;12.9;32.8;22.5;11.5;3.3;1.6;0.23
190.0;Barilla;Rigatoni;294.0;7.4;19.0;11.9;18.1;9.2;1.8;0.88
191.0;Barilla;Sauce Basilico;315.0;1.5;8.1;14.8;78.8;3.3;0.8;3.44
192.0;Barilla;Sauce Arrabbiata;492.0;1.9;12.0;13.2;69.5;6.0;1.3;3.23
193.0;Barilla;Sauce Napoletana;440.0;0.8;19.7;5.2;40.7;8.9;0.5;2.66
194.0;Barilla;Sauce Carbonara;413.0;1.2;15.0;2.3;56.1;10.3;1.0;2.85
195.0;Barilla;Pesto alla Genovese;408.0;0.6;16.0;12.1;59.3;13.9;0.7;1.73
196.0;Barilla;Pesto Rosso;169.0;1.7;13.1;4.0;34.2;17.2;1.2;1.07
197.0;Barilla;Sauce Ricotta;537.0;0.5;8.0;12.5;62.7;9.6;0.1;3.0
198.0;Barilla;Sauce 4 Formaggi;199.0;1.8;18.4;3.3;76.9;9.0;0.0;1.07
199.0;Barilla;Sauce Verdure;185.0;0.5;6.5;7.2;59.4;3.9;0.6;0.6
200.0;Barilla;Sauce Pomodoro;432.0;1.7;1.6;1.3;36.3;16.9;1.3;3.47
201.0;Tipiak;Taboulé;350.0;5.7;10.7;12.5;14.7;4.4;1.2;0.84
202.0;Tipiak;Couscous;334.0;9.5;69.5;6.1;1.4;1.0;7.3;0.07
203.0;Tipiak;Boulgour;397.0;6.0;58.2;6.9;11.8;4.6;0.1;0.29
204.0;Tipiak;Quinoa;369.0;10.8;70.6;12.5;3.0;0.4;2.7;0.07
205.0;Tipiak;Blé Gourmand;338.0;6.9;59.6;26.6;16.9;2.0;3.4;0.19
206.0;Tipiak;Croûtons;295.0;10.0;34.5;16.8;12.4;5.6;3.6;0.34
207.0;Tipiak;Perles de Blé;204.0;12.3;38.4;19.4;11.9;6.8;1.4;0.12
208.0;Tipiak;Polenta;289.0;11.5;40.8;9.3;10.2;6.3;1.9;1.11
209.0;Tipiak;Soupe Déshydratée;321.0;14.7;37.2;3.6;6.1;9.1;4.0;0.33
210.0;Tipiak;Chapelure;312.0;4.0;43.4;28.7;11.2;3.3;4.0;0.49
211.0;Tipiak;Graines Mélangées;374.0;14.4;13.5;2.6;11.2;5.5;1.2;0.87
212.0;Tipiak;Riz Pilaf;377.0;10.9;69.2;5.3;4.3;1.2;3.7;0.05
213.0;Tipiak;Riz Complet;336.0;7.7;72.9;16.6;2.6;1.2;5.1;0.05
214.0;Tipiak;Riz Basmati;391.0;9.2;69.0;13.2;5.3;0.6;9.1;0.07
215.0;Tipiak;Galettes de Maïs;38.0;4.4;12.7;1.5;1.4;0.3;4.1;0.22
216.0;Tipiak;Croutons Ail;301.0;8.3;44.4;9.3;11.4;6.6;0.4;0.52
217.0;Tipiak;Gnocchi à Poêler;268.0;11.2;28.2;17.8;5.4;6.3;0.9;0.22
218.0;Tipiak;Farine de Sarrasin;348.0;14.5;54.9;18.5;18.6;6.9;0.9;0.22
219.0;Tipiak;Pains Suédois;265.0;10.8;17.6;2.9;19.6;2.0;3.9;0.37
220.0;Tipiak;Soupe Instantanée;343.0;11.2;30.9;1.2;9.8;5.5;4.2;0.19
221.0;Madrange;Jambon Cuit;275.0;14.7;4.2;0.7;12.0;3.6;0.3;2.22
222.0;Madrange;Jambon Supérieur;140.0;19.0;4.3;1.0;12.7;5.5;0.9;1.85
223.0;Madrange;Jambon Bio;118.0;23.3;3.1;2.0;12.3;2.9;0.6;3.13
224.0;Madrange;Rillettes;248.0;18.2;0.8;1.1;16.5;3.4;0.8;2.23
225.0;Madrange;Saucisson;177.0;17.8;1.2;0.8;7.8;6.5;0.7;2.44
226.0;Madrange;Saucisses;181.0;23.6;2.7;0.6;15.2;4.0;0.4;2.28
227.0;Madrange;Pâté;165.0;23.2;1.0;1.6;18.2;3.5;0.8;2.66
228.0;Madrange;Lardons;204.0;24.9;5.0;1.8;12.6;3.0;0.4;1.88
229.0;Madrange;Fromage de Tête;358.0;21.8;3.7;0.6;74.9;35.3;0.1;0.61
230.0;Madrange;Andouille;114.0;14.0;4.0;0.2;20.8;2.0;0.4;2.32
231.0;Madrange;Terrine de Campagne;342.0;12.2;34.9;20.4;7.1;6.4;3.2;0.74
232.0;Madrange;Saucisse Cocktail;104.0;16.8;4.1;1.2;10.6;8.8;0.5;1.06
233.0;Madrange;Rôti de Porc Cuit;344.0;6.2;24.5;7.2;6.8;9.9;0.1;0.5
234.0;Madrange;Dinde Cuite;191.0;20.4;0.7;1.3;13.6;6.1;0.1;2.05
235.0;Madrange;Poulet Cuit;135.0;16.5;5.0;1.2;10.8;3.0;0.1;1.77
236.0;Madrange;Saucisse Fumée;224.0;13.8;2.8;1.6;19.7;2.9;0.7;3.04
237.0;Madrange;Merguez;347.0;7.0;56.8;9.4;9.4;6.8;0.3;1.04
238.0;Madrange;Chipolata;352.0;5.6;42.9;15.6;9.0;8.9;3.8;0.43
239.0;Madrange;Jambon Fumé;149.0;12.8;2.0;0.4;5.8;3.6;0.6;2.84
240.0;Madrange;Lardons Fumés;191.0;20.2;4.2;1.7;13.3;5.5;0.8;2.55
241.0;Harrys;Pain de Mie Nature;358.0;8.7;46.8;11.8;16.3;3.5;3.6;0.21
242.0;Harrys;Pain de Mie Complet;356.0;8.9;38.4;20.9;18.1;5.7;2.2;0.81
243.0;Harrys;Pain de Mie Sans Croûte;277.0;10.7;47.9;8.4;9.5;6.9;1.0;1.11
244.0;Harrys;Pain de Mie Brioché;282.0;3.1;27.6;1.1;6.2;3.9;3.8;0.16
245.0;Harrys;Pain de Mie Bio;225.0;4.8;21.3;9.7;8.5;4.0;2.2;0.45
246.0;Harrys;Brioche Tressée;383.0;13.5;35.3;8.3;13.4;4.1;3.9;0.66
247.0;Harrys;Brioche Tranchée;328.0;13.4;16.0;27.9;5.3;4.5;4.0;0.81
248.0;Harrys;Briochettes;201.0;12.9;25.3;25.8;5.3;4.7;4.8;0.99
249.0;Harrys;Pitch Chocolat;459.0;6.2;66.1;27.8;28.8;6.6;1.7;0.07
250.0;Harrys;Pitch Fraise;237.0;9.4;32.1;20.9;16.2;5.5;3.3;0.99
251.0;Harrys;Pain Burger;537.0;1.0;12.4;11.3;55.2;4.1;0.2;1.8
252.0;Harrys;Pain Hot Dog;292.0;13.4;20.2;26.4;17.8;9.7;1.9;1.2
253.0;Harrys;Pain Céréales;330.0;11.9;79.7;6.6;1.9;1.0;3.8;0.05
254.0;Harrys;Pain Graines;235.0;12.5;21.4;16.3;12.0;3.5;3.8;0.17
255.0;Harrys;Pain Viennois;334.0;9.6;39.1;26.0;9.4;4.4;4.3;0.17
256.0;Harrys;Pain Sandwich;279.0;4.3;10.6;24.9;7.8;5.4;4.4;0.75
257.0;Harrys;Pain Wrap;231.0;11.4;42.3;16.2;10.8;7.4;3.9;0.49
258.0;Harrys;Pain Multi-Céréales;345.0;8.1;78.8;19.3;4.6;1.5;3.2;0.04
259.0;Harrys;Brioche Chocolat;466.0;7.5;52.0;30.2;16.7;16.3;4.0;0.14
260.0;Harrys;Brioche Raisins;363.0;12.7;33.3;25.1;7.7;4.5;4.1;0.61
261.0;Brossard;Savane Chocolat;535.0;6.4;61.5;32.7;19.0;5.6;4.1;0.06
262.0;Brossard;Savane Marbré;316.0;7.6;46.2;21.3;6.1;2.2;3.2;0.47
263.0;Brossard;Brownie Chocolat;271.0;4.2;25.1;23.1;16.8;7.2;1.1;0.25
264.0;Brossard;Brownie Noisette;200.0;4.9;27.8;20.8;15.8;9.2;0.4;0.08
265.0;Brossard;Gâteau Roulé Fraise;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
266.0;Brossard;Gâteau Roulé Abricot;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
267.0;Brossard;Madeleines;455.0;7.1;65.3;26.2;17.6;18.5;5.7;0.24
268.0;Brossard;Muffins Chocolat;516.0;6.0;55.1;37.9;30.0;13.7;3.9;0.48
269.0;Brossard;Muffins Myrtilles;285.0;7.1;33.0;9.9;7.7;6.4;3.6;0.23
270.0;Brossard;Cookies Chocolat;262.0;4.6;32.6;25.9;11.4;11.5;0.2;0.29
271.0;Brossard;Cookies Noix;228.0;4.8;29.1;22.7;10.3;11.7;0.3;0.3
272.0;Brossard;Quatre-Quarts;301.0;8.4;25.7;9.5;19.8;8.2;4.7;0.66
273.0;Brossard;Gâteau Marbré;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
274.0;Brossard;Gâteau Chocolat;504.0;6.8;66.6;39.1;34.5;9.1;2.7;0.24
275.0;Brossard;Gâteau Moelleux;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
276.0;Brossard;Mini Brownies;254.0;4.0;34.8;26.4;15.0;9.9;0.2;0.12
277.0;Brossard;Mini Cakes;257.0;4.4;43.0;29.7;10.3;8.9;1.9;1.19
278.0;Brossard;Mini Savane;254.0;3.7;49.8;2.4;13.9;6.9;3.2;0.84
